Fighter,Elo,Opponent,Change
Jack Hermansson,1678.95,Roman Dolidze,-192.06
Jack Hermansson,1756.76,Joe Pyfer,77.81
Steve Garcia,911.79,Luis Pena,-88.21
Steve Garcia,1046.94,Charlie Ontiveros,135.15
Steve Garcia,811.87,Maheshate,-235.07
Steve Garcia,1085.33,Chase Hooper,273.46
Steve Garcia,1275.94,Shayilan Nuerdanbieke,190.61
Steve Garcia,1383.49,Melquizael Costa,107.55
Steve Garcia,1543.34,SeungWoo Choi,159.85
Steve Garcia,1754.28,Kyle Nelson,210.94
Khaos Williams,1295.84,Alex Morono,295.84
Khaos Williams,1555.87,Abdul Razak Alhassan,260.03
Khaos Williams,1373.43,Michel Pereira,-182.44
Khaos Williams,1486.07,Matthew Semelsberger,112.64
Khaos Williams,1593.61,Miguel Baeza,107.54
Khaos Williams,1479.32,Randy Brown,-114.29
Khaos Williams,1538.26,Rolando Bedoya,58.94
Khaos Williams,1752.8,Carlston Harris,214.54
Vitor Belfort,1225.0,Tra Telligman,225.0
Vitor Belfort,1490.59,Scott Ferrozzo,265.59
Vitor Belfort,1720.81,David Abbott,230.22
Vitor Belfort,1446.88,Randy Couture,-273.93
Vitor Belfort,1638.62,Joe Charles,191.74
Vitor Belfort,1792.32,Wanderlei Silva,153.7
Vitor Belfort,1641.39,Chuck Liddell,-150.93
Vitor Belfort,1795.04,Marvin Eastman,153.65
Vitor Belfort,2062.25,Randy Couture,267.21
Vitor Belfort,1883.48,Randy Couture,-178.77
Vitor Belfort,1756.6,Tito Ortiz,-126.88
Vitor Belfort,1997.45,Rich Franklin,240.85
Vitor Belfort,1842.06,Anderson Silva,-155.39
Vitor Belfort,1993.56,Yoshihiro Akiyama,151.5
Vitor Belfort,2180.06,Anthony Johnson,186.5
Vitor Belfort,2085.43,Jon Jones,-94.63
Vitor Belfort,2169.89,Michael Bisping,84.46
Vitor Belfort,2320.07,Luke Rockhold,150.18
Vitor Belfort,2472.78,Dan Henderson,152.71
Vitor Belfort,2233.2,Chris Weidman,-239.58
Vitor Belfort,2384.75,Dan Henderson,151.55
Vitor Belfort,2089.95,Jacare Souza,-294.8
Vitor Belfort,1898.56,Gegard Mousasi,-191.39
Vitor Belfort,1951.9,Nate Marquardt,53.34
Vitor Belfort,1749.86,Lyoto Machida,-202.04
Jared Cannonier,787.67,Shawn Jordan,-212.33
Jared Cannonier,1053.54,Cyril Asker,265.87
Jared Cannonier,1183.39,Ion Cutelaba,129.85
Jared Cannonier,1132.13,Glover Teixeira,-51.26
Jared Cannonier,1229.91,Nick Roehrick,97.78
Jared Cannonier,1074.68,Jan Blachowicz,-155.23
Jared Cannonier,903.23,Dominick Reyes,-171.45
Jared Cannonier,1124.38,David Branch,221.15
Jared Cannonier,1424.16,Anderson Silva,299.78
Jared Cannonier,1642.62,Jack Hermansson,218.46
Jared Cannonier,1588.23,Robert Whittaker,-54.39
Jared Cannonier,1722.77,Kelvin Gastelum,134.54
Jared Cannonier,1932.35,Derek Brunson,209.58
Jared Cannonier,1894.87,Israel Adesanya,-37.48
Jared Cannonier,1949.14,Sean Strickland,54.27
Jared Cannonier,2060.22,Marvin Vettori,111.08
Jared Cannonier,1880.07,Nassourdine Imavov,-180.15
Jared Cannonier,1749.36,Caio Borralho,-130.71
Norma Dumont,771.68,Megan Anderson,-228.32
Norma Dumont,903.58,Ashlee Evans-Smith,131.9
Norma Dumont,1086.92,Felicia Spencer,183.34
Norma Dumont,1238.04,Aspen Ladd,151.12
Norma Dumont,1111.04,Macy Chiasson,-127.0
Norma Dumont,1212.85,Danyelle Wolf,101.81
Norma Dumont,1351.61,Karol Rosa,138.76
Norma Dumont,1446.23,Chelsea Chandler,94.62
Norma Dumont,1625.0,Germaine de Randamie,178.77
Norma Dumont,1749.03,Irene Aldana,124.03
Mark Kerr,1182.25,Moti Horenstein,182.25
Mark Kerr,1415.3,Dan Bobish,233.05
Mark Kerr,1577.88,Greg Stott,162.58
Mark Kerr,1745.27,Dwayne Cason,167.39
Benson Henderson,1192.8,Mark Bocek,192.8
Benson Henderson,1391.48,Jim Miller,198.68
Benson Henderson,1546.54,Clay Guida,155.06
Benson Henderson,1720.85,Frankie Edgar,174.31
Benson Henderson,1866.84,Frankie Edgar,145.99
Benson Henderson,2005.78,Nate Diaz,138.94
Benson Henderson,2036.24,Gilbert Melendez,30.46
Benson Henderson,1757.31,Anthony Pettis,-278.93
Benson Henderson,1802.79,Josh Thomson,45.48
Benson Henderson,1852.27,Rustam Khabilov,49.48
Benson Henderson,1619.72,Rafael Dos Anjos,-232.55
Benson Henderson,1567.19,Donald Cerrone,-52.53
Benson Henderson,1659.21,Brandon Thatch,92.02
Benson Henderson,1741.96,Jorge Masvidal,82.75
Elizeu Zaleski dos Santos,875.0,Nicolas Dalby,-125.0
Elizeu Zaleski dos Santos,1060.13,Omari Akhmedov,185.13
Elizeu Zaleski dos Santos,1156.24,Keita Nakamura,96.11
Elizeu Zaleski dos Santos,1281.16,Lyman Good,124.92
Elizeu Zaleski dos Santos,1381.36,Max Griffin,100.2
Elizeu Zaleski dos Santos,1633.37,Sean Strickland,252.01
Elizeu Zaleski dos Santos,1712.18,Luigi Vendramini,78.81
Elizeu Zaleski dos Santos,1896.67,Curtis Millender,184.49
Elizeu Zaleski dos Santos,1716.05,Li Jingliang,-180.62
Elizeu Zaleski dos Santos,1776.96,Aleksei Kunchenko,60.91
Elizeu Zaleski dos Santos,1596.32,Muslim Salikhov,-180.64
Elizeu Zaleski dos Santos,1651.01,Benoit Saint Denis,54.69
Elizeu Zaleski dos Santos,1704.97,Abubakar Nurmagomedov,53.96
Elizeu Zaleski dos Santos,1674.17,Rinat Fakhretdinov,-30.8
Elizeu Zaleski dos Santos,1586.97,Randy Brown,-87.2
Elizeu Zaleski dos Santos,1741.91,Zachary Scroggin,154.94
Natalia Silva,1149.81,Jasmine Jasudavicius,149.81
Natalia Silva,1244.34,Tereza Bleda,94.53
Natalia Silva,1410.87,Victoria Leonardo,166.53
Natalia Silva,1480.67,Andrea Lee,69.8
Natalia Silva,1589.22,Viviane Araujo,108.55
Natalia Silva,1738.14,Jessica Andrade,148.92
Phil Davis,1148.08,Brian Stann,148.08
Phil Davis,1389.42,Alexander Gustafsson,241.34
Phil Davis,1442.64,Rodney Wallace,53.22
Phil Davis,1552.87,Tim Boetsch,110.23
Phil Davis,1630.77,Rogerio Nogueira,77.9
Phil Davis,1594.23,Rashad Evans,-36.54
Phil Davis,1673.98,Wagner Prado,79.75
Phil Davis,1726.12,Vinny Magalhaes,52.14
Phil Davis,1898.07,Lyoto Machida,171.95
Phil Davis,1722.07,Anthony Johnson,-176.0
Phil Davis,1886.79,Glover Teixeira,164.72
Phil Davis,1736.73,Ryan Bader,-150.06
Song Yadong,1225.0,Bharat Kandare,225.0
Song Yadong,1340.88,Felipe Arantes,115.88
Song Yadong,1409.36,Vince Morales,68.48
Song Yadong,1631.9,Alejandro Perez,222.54
Song Yadong,1457.33,Cody Stamann,-174.57
Song Yadong,1622.76,Marlon Vera,165.43
Song Yadong,1437.29,Kyler Phillips,-185.47
Song Yadong,1569.94,Casey Kenney,132.65
Song Yadong,1658.48,Julio Arce,88.54
Song Yadong,1832.42,Marlon Moraes,173.94
Song Yadong,1708.51,Cory Sandhagen,-123.91
Song Yadong,1835.35,Ricky Simon,126.84
Song Yadong,1909.33,Chris Gutierrez,73.98
Song Yadong,1736.09,Petr Yan,-173.24
Jonathan Martinez,853.07,Andre Soukhamthath,-146.93
Jonathan Martinez,952.76,Wulijiburen,99.69
Jonathan Martinez,1126.23,Pingyuan Liu,173.47
Jonathan Martinez,1217.99,Frankie Saenz,91.76
Jonathan Martinez,1335.43,Thomas Almeida,117.44
Jonathan Martinez,1130.06,Davey Grant,-205.37
Jonathan Martinez,1228.23,Zviad Lazishvili,98.17
Jonathan Martinez,1363.71,Alejandro Perez,135.48
Jonathan Martinez,1452.24,Vince Morales,88.53
Jonathan Martinez,1609.74,Cub Swanson,157.5
Jonathan Martinez,1772.33,Said Nurmagomedov,162.59
Jonathan Martinez,1868.86,Adrian Yanez,96.53
Jonathan Martinez,1733.64,Jose Aldo,-135.22
Grant Dawson,1076.05,Julian Erosa,76.05
Grant Dawson,1264.21,Michael Trizano,188.16
Grant Dawson,1366.11,Darrick Minner,101.9
Grant Dawson,1435.19,Nad Narimani,69.08
Grant Dawson,1627.37,Leonardo Santos,192.18
Grant Dawson,1575.48,Ricky Glenn,-51.89
Grant Dawson,1677.02,Jared Gordon,101.54
Grant Dawson,1776.57,Mark Madsen,99.55
Grant Dawson,1839.91,Damir Ismagulov,63.34
Grant Dawson,1558.02,King Green,-281.89
Grant Dawson,1634.14,Joe Solecki,76.12
Grant Dawson,1732.63,Rafa Garcia,98.49
Anthony Hernandez,842.16,Markus Perez,-157.84
Anthony Hernandez,1024.07,JunYong Park,181.91
Anthony Hernandez,815.9,Kevin Holland,-208.17
Anthony Hernandez,1034.6,Rodolfo Vieira,218.7
Anthony Hernandez,1152.16,Josh Fremd,117.56
Anthony Hernandez,1262.34,Marc-Andre Barriault,110.18
Anthony Hernandez,1416.17,Edmen Shahbazyan,153.83
Anthony Hernandez,1554.62,Roman Kopylov,138.45
Anthony Hernandez,1731.99,Michel Pereira,177.37
Tyron Woodley,1169.62,Jay Hieron,169.62
Tyron Woodley,1029.77,Jake Shields,-139.85
Tyron Woodley,1326.7,Josh Koscheck,296.93
Tyron Woodley,1541.79,Carlos Condit,215.09
Tyron Woodley,1466.37,Rory MacDonald,-75.42
Tyron Woodley,1718.14,Dong Hyun Kim,251.77
Tyron Woodley,2003.35,Robbie Lawler,285.21
Tyron Woodley,2036.01,Stephen Thompson,32.66
Tyron Woodley,2161.38,Stephen Thompson,125.37
Tyron Woodley,2253.86,Darren Till,92.48
Tyron Woodley,2131.49,Kamaru Usman,-122.37
Tyron Woodley,2013.95,Gilbert Burns,-117.54
Tyron Woodley,1909.35,Colby Covington,-104.6
Tyron Woodley,1731.03,Vicente Luque,-178.32
John Lineker,824.12,Louis Gaudinot,-175.88
John Lineker,963.79,Yasuhiro Urushitani,139.67
John Lineker,1086.06,Azamat Gashimov,122.27
John Lineker,1217.85,Jose Maria,131.79
John Lineker,1397.66,Phil Harris,179.81
John Lineker,1242.07,Ali Bagautinov,-155.59
John Lineker,1320.46,Alptekin Ozkilic,78.39
John Lineker,1407.41,Ian McCall,86.95
John Lineker,1596.6,Francisco Rivera,189.19
John Lineker,1674.45,Rob Font,77.85
John Lineker,1865.96,Michael McDonald,191.51
John Lineker,1949.72,John Dodson,83.76
John Lineker,1792.8,TJ Dillashaw,-156.92
John Lineker,1854.96,Marlon Vera,62.16
John Lineker,1912.54,Brian Kelleher,57.58
John Lineker,1726.33,Cory Sandhagen,-186.21
Dominick Cruz,1130.88,Urijah Faber,130.88
Dominick Cruz,1260.63,Demetrious Johnson,129.75
Dominick Cruz,1538.63,Takeya Mizugaki,278.0
Dominick Cruz,1693.13,TJ Dillashaw,154.5
Dominick Cruz,1796.12,Urijah Faber,102.99
Dominick Cruz,1705.26,Cody Garbrandt,-90.86
Dominick Cruz,1620.45,Henry Cejudo,-84.81
Dominick Cruz,1739.24,Casey Kenney,118.79
Dominick Cruz,1827.56,Pedro Munhoz,88.32
Dominick Cruz,1724.88,Marlon Vera,-102.68
Alexa Grasso,1125.57,Heather Clark,125.57
Alexa Grasso,1020.76,Felice Herrig,-104.81
Alexa Grasso,1139.19,Randa Markos,118.43
Alexa Grasso,955.73,Tatiana Suarez,-183.46
Alexa Grasso,1119.26,Karolina Kowalkiewicz,163.53
Alexa Grasso,1247.96,Ji Yeon Kim,128.7
Alexa Grasso,1393.34,Maycee Barber,145.38
Alexa Grasso,1550.82,Joanne Wood,157.48
Alexa Grasso,1634.03,Viviane Araujo,83.21
Alexa Grasso,1807.92,Valentina Shevchenko,173.89
Alexa Grasso,1819.17,Valentina Shevchenko,11.25
Alexa Grasso,1720.64,Valentina Shevchenko,-98.53
Josh Barnett,1150.0,Gan McGee,150.0
Josh Barnett,1071.99,Pedro Rizzo,-78.01
Josh Barnett,1323.52,Semmy Schilt,251.53
Josh Barnett,1413.3,Bobby Hoffman,89.78
Josh Barnett,1634.87,Randy Couture,221.57
Josh Barnett,1846.42,Frank Mir,211.55
Josh Barnett,1621.78,Travis Browne,-224.64
Josh Barnett,1672.12,Roy Nelson,50.34
Josh Barnett,1533.11,Ben Rothwell,-139.01
Josh Barnett,1719.61,Andrei Arlovski,186.5
Randy Couture,1225.0,Tony Halme,225.0
Randy Couture,1450.0,Steven Graham,225.0
Randy Couture,1723.93,Vitor Belfort,273.93
Randy Couture,1798.75,Maurice Smith,74.82
Randy Couture,1863.74,Kevin Randleman,64.99
Randy Couture,1977.33,Pedro Rizzo,113.59
Randy Couture,2065.42,Pedro Rizzo,88.09
Randy Couture,1843.85,Josh Barnett,-221.57
Randy Couture,1680.79,Ricco Rodriguez,-163.06
Randy Couture,1857.06,Chuck Liddell,176.27
Randy Couture,2016.31,Tito Ortiz,159.25
Randy Couture,1749.1,Vitor Belfort,-267.21
Randy Couture,1927.87,Vitor Belfort,178.77
Randy Couture,1743.35,Chuck Liddell,-184.52
Randy Couture,1804.62,Mike van Arsdale,61.27
Randy Couture,1723.72,Chuck Liddell,-80.9
Randy Couture,1864.33,Tim Sylvia,140.61
Randy Couture,1942.55,Gabriel Gonzaga,78.22
Randy Couture,1718.24,Brock Lesnar,-224.31
Randy Couture,1526.48,Antonio Rodrigo Nogueira,-191.76
Randy Couture,1636.8,Brandon Vera,110.32
Randy Couture,1766.03,Mark Coleman,129.23
Randy Couture,1917.83,James Toney,151.8
Randy Couture,1718.7,Lyoto Machida,-199.13
Jamahal Hill,1095.01,Darko Stosic,95.01
Jamahal Hill,1307.24,Ovince Saint Preux,212.23
Jamahal Hill,1106.6,Paul Craig,-200.64
Jamahal Hill,1383.48,Jimmy Crute,276.88
Jamahal Hill,1632.67,Johnny Walker,249.19
Jamahal Hill,1746.9,Thiago Santos,114.23
Jamahal Hill,1919.72,Glover Teixeira,172.82
Jamahal Hill,1713.01,Alex Pereira,-206.71
Zabit Magomedsharipov,1150.0,Mike Santiago,150.0
Zabit Magomedsharipov,1244.49,Sheymon Moraes,94.49
Zabit Magomedsharipov,1337.58,Kyle Bochniak,93.09
Zabit Magomedsharipov,1426.4,Brandon Davis,88.82
Zabit Magomedsharipov,1567.93,Jeremy Stephens,141.53
Zabit Magomedsharipov,1710.13,Calvin Kattar,142.2
Giga Chikadze,1117.19,Brandon Davis,117.19
Giga Chikadze,1217.81,Jamall Emmers,100.62
Giga Chikadze,1301.12,Irwin Rivera,83.31
Giga Chikadze,1413.13,Omar Morales,112.01
Giga Chikadze,1575.86,Jamey Simmons,162.73
Giga Chikadze,1768.6,Cub Swanson,192.74
Giga Chikadze,1866.67,Edson Barboza,98.07
Giga Chikadze,1726.96,Calvin Kattar,-139.71
Giga Chikadze,1838.84,Alex Caceres,111.88
Giga Chikadze,1708.63,Arnold Allen,-130.21
Andre Muniz,1125.0,Antonio Arroyo,125.0
Andre Muniz,1365.58,Bartosz Fabinski,240.58
Andre Muniz,1643.73,Jacare Souza,278.15
Andre Muniz,1838.88,Eryk Anders,195.15
Andre Muniz,1950.04,Uriah Hall,111.16
Andre Muniz,1800.09,Brendan Allen,-149.95
Andre Muniz,1586.98,Paul Craig,-213.11
Andre Muniz,1708.51,JunYong Park,121.53
Muhammad Mokaev,1214.66,Cody Durden,214.66
Muhammad Mokaev,1298.44,Charles Johnson,83.78
Muhammad Mokaev,1377.47,Malcolm Gordon,79.03
Muhammad Mokaev,1442.8,Jafel Filho,65.33
Muhammad Mokaev,1517.24,Tim Elliott,74.44
Muhammad Mokaev,1611.8,Alex Perez,94.56
Muhammad Mokaev,1707.8,Manel Kape,96.0
Derek Brunson,1193.2,Chris Leben,193.2
Derek Brunson,1380.32,Brian Houston,187.12
Derek Brunson,1259.33,Yoel Romero,-120.99
Derek Brunson,1320.18,Lorenz Larkin,60.85
Derek Brunson,1591.63,Ed Herman,271.45
Derek Brunson,1816.69,Sam Alvey,225.06
Derek Brunson,1970.07,Roan Carneiro,153.38
Derek Brunson,2127.83,Uriah Hall,157.76
Derek Brunson,1843.35,Robert Whittaker,-284.48
Derek Brunson,1787.53,Anderson Silva,-55.82
Derek Brunson,1970.19,Daniel Kelly,182.66
Derek Brunson,2159.09,Lyoto Machida,188.9
